WKT,gid,stop_a,stop_b,koereplan_version,meter
"LINESTRING (10.145269 55.9735666,10.145027 55.973522,10.14473 55.973447,10.144285 55.973249,10.143812 55.973038,10.143694 55.972988,10.142391 55.972422,10.14223 55.972353,10.142056 55.97228,10.141244 55.971936,10.14105 55.971882,10.140864 55.971857,10.139617 55.971736,10.139393 55.971714,10.139035 55.971668,10.138792 55.971667,10.1387698 55.9716682,10.138572 55.971679,10.138396 55.971696,10.138164 55.971737,10.136638 55.972093,10.136435 55.97214,10.136272 55.972178,10.135916 55.972236,10.135894 55.972398,10.1358615 55.9726512)","182904","727000732","727016801",K22,"706"
"LINESTRING (10.145269 55.9735666,10.145027 55.973522,10.14473 55.973447,10.144285 55.973249,10.143812 55.973038,10.143694 55.972988,10.142391 55.972422,10.14223 55.972353,10.142056 55.97228,10.141244 55.971936,10.14105 55.971882,10.140864 55.971857,10.139617 55.971736,10.139393 55.971714,10.139035 55.971668,10.138792 55.971667,10.138572 55.971679,10.138396 55.971696,10.138164 55.971737,10.136638 55.972093,10.136435 55.97214,10.136272 55.972178,10.135916 55.972236,10.135692 55.972183,10.135249 55.972056,10.134345 55.971798,10.134004 55.971699,10.133628 55.971653,10.133301 55.971623,10.133012 55.971618,10.1325746 55.9716488)","198600","727000732","727030001",K22,"883"
"LINESTRING (10.1427575 55.9720873,10.142736 55.972107,10.142641 55.972194,10.142391 55.972422,10.143694 55.972988,10.143812 55.973038,10.144285 55.973249,10.14473 55.973447,10.145027 55.973522,10.145309 55.973574,10.145606 55.9736282)","180296","727000741","727000731",K22,"287"
"LINESTRING (10.1427202 55.9721214,10.142736 55.972107,10.142917 55.971942,10.142964 55.971874,10.142992 55.971827,10.143214 55.971441,10.143429 55.971068,10.143528 55.970975,10.143347 55.970841,10.143207 55.970724,10.142919 55.970453,10.142908 55.970439,10.14277 55.970274,10.142629 55.970034,10.142586 55.969891,10.142578 55.969865,10.142577 55.96965,10.14263 55.969354,10.1426454 55.9692731)","180169","727000742","727013801",K22,"343"
"LINESTRING (10.1962539 55.9754135,10.19705 55.975244,10.198126 55.975015,10.197956 55.974623,10.197741 55.974247,10.197655 55.974123,10.19763 55.974004,10.197663 55.973898,10.197747 55.973691,10.19854 55.971743,10.199039 55.970099,10.200363 55.967159,10.20053 55.966787,10.200637 55.966549,10.200733 55.966453,10.200876 55.966394,10.201068 55.966363,10.201561 55.966287,10.201808 55.966223,10.201996 55.966136,10.202135 55.966032,10.202378 55.965803,10.203713 55.964511,10.204192 55.963982,10.205006 55.962996,10.205254 55.962621,10.205466 55.961875,10.205499 55.96182,10.205573 55.961771,10.205682 55.961746,10.20581 55.961745,10.207167 55.961928,10.20732 55.961911,10.207476 55.961838,10.207983 55.96107,10.208248 55.960866,10.208716 55.960625,10.20922 55.960422,10.209413 55.960263,10.209534 55.960084,10.20998 55.959292,10.210124 55.959076,10.210477 55.958633,10.210586 55.95852,10.210684 55.958416,10.210823 55.958185,10.210969 55.957944,10.211861 55.957912,10.212122 55.957902,10.212214 55.957899,10.212659 55.957912,10.213293 55.957969,10.213598 55.958018,10.214593 55.958178,10.214867 55.958259,10.2148967 55.9582703)","198789","727001002","727003901",K22,"2606"
"LINESTRING (10.1977972 55.9743454,10.197956 55.974623,10.198126 55.975015,10.199413 55.974731,10.20028 55.974539,10.201479 55.974324,10.202543 55.974204,10.20357 55.974172,10.207069 55.974225,10.210731 55.974269,10.217018 55.974375,10.224502 55.974495,10.22582 55.974518,10.227131 55.974542,10.2277401 55.9745506)","198843","727001019","727000422",K22,"1942"
"LINESTRING (10.1366854 55.9682828,10.136495 55.96821,10.135513 55.967716,10.134852 55.967384,10.134726 55.967321,10.133157 55.966522,10.13245 55.966205,10.132011 55.966051,10.127136 55.964463,10.126696 55.964334,10.125903 55.964126,10.125112 55.963912,10.124993 55.963882,10.123432 55.963483,10.123213 55.963427,10.122783 55.963315,10.12246 55.963267,10.122213 55.963253,10.12186 55.963261,10.121492 55.963315,10.12037 55.963682,10.120047 55.96376,10.119715 55.963807,10.119413 55.963828,10.119034 55.963819,10.116087 55.963579,10.115364 55.96352,10.112989 55.96332,10.112465 55.9633,10.111948 55.963302,10.1101743 55.9633444)","180170","727001202","727002102",K22,"1843"
"LINESTRING (10.263165 56.0190507,10.263236 56.0188,10.261844 56.018655,10.261874 56.018496,10.2619056 56.0183651)","177406","727001519","727001521",K22,"149"
"LINESTRING (10.2619056 56.0183651,10.261985 56.018037,10.262023 56.017539,10.262005 56.017217,10.261977 56.017004,10.261896 56.016676,10.261756 56.01627,10.261526 56.015802,10.261002 56.015119,10.26036 56.01451,10.259555 56.013871,10.258454 56.013001,10.257842 56.012323,10.25743 56.011683,10.257271 56.011297,10.257185 56.011041,10.257149 56.010936,10.257092 56.010405,10.25708 56.010056,10.257196 56.009401,10.257294 56.009049,10.257476 56.008673,10.257771 56.008219,10.258104 56.007774,10.260474 56.004883,10.260797 56.004265,10.260821 56.004219,10.260916 56.003917,10.26096 56.003778,10.261015 56.003426,10.261008 56.00304,10.260946 56.002686,10.260844 56.002332,10.260658 56.001934,10.260386 56.001511,10.2602362 56.001336)","177295","727001521","727001501",K22,"2024"
"LINESTRING (10.2617685 56.0189695,10.261118 56.021682,10.261044 56.021958,10.26096 56.022309,10.260926 56.022449,10.2608558 56.0227722)","177571","727001522","727002002",K22,"427"
"LINESTRING (10.2120168 55.9405501,10.211523 55.94093,10.21138 55.941038,10.211222 55.94101,10.21058 55.940992,10.209702 55.941003,10.209362 55.941007,10.209069 55.940989,10.208872 55.940931,10.208736 55.940824,10.208868 55.940728,10.2095555 55.938761,10.210243 55.936794,10.210323 55.936711,10.210459 55.93666,10.2105452 55.9366584,10.21073 55.936655,10.212001 55.936736,10.212214 55.93672,10.212355 55.936669,10.21246 55.936579,10.213241 55.93438,10.213376 55.934001,10.213553 55.933501,10.214186 55.931719,10.214452 55.931268,10.214852 55.930869,10.215317 55.930535,10.215653 55.93035,10.216166 55.930109,10.217116 55.929663,10.217004 55.929485,10.2168824 55.9291614)","199056","727001601","727002309",K22,"1764"
"LINESTRING (10.2120168 55.9405501,10.212203 55.940407,10.21309 55.939771,10.213945 55.939222,10.215257 55.93847,10.2163 55.937925,10.217127 55.937524,10.218123 55.937081,10.220564 55.936089,10.2214 55.935755,10.2241007 55.9346748,10.2268013 55.9335946,10.2295017 55.9325143,10.232202 55.931434,10.233021 55.931089,10.234298 55.930526,10.234575 55.930404,10.23537 55.93002,10.236538 55.929445,10.236954 55.929227,10.237202 55.929089,10.2373388 55.9290119)","199081","727001601","727002801",K22,"2046"
"LINESTRING (10.221019 55.9359071,10.2214 55.935755,10.2241007 55.9346748,10.2268013 55.9335946,10.2295017 55.9325143,10.232202 55.931434,10.233021 55.931089,10.234298 55.930526,10.234575 55.930404,10.23537 55.93002,10.236538 55.929445,10.236954 55.929227,10.237202 55.929089,10.2373388 55.9290119)","198667","727001621","727002801",K22,"1278"
"LINESTRING (10.2515606 55.9148338,10.251945 55.914295,10.25153 55.914133,10.250981 55.913919,10.250679 55.913828,10.249975 55.913606,10.249865 55.913556,10.249814 55.913492,10.24921 55.913564,10.24915 55.913572,10.248505 55.913648,10.247932 55.913718,10.247473 55.913772,10.24721 55.913805,10.246807 55.913854,10.245613 55.914014,10.24312 55.914302,10.242873 55.914332,10.242473 55.914356,10.242438 55.914359,10.240803 55.914375,10.238141 55.914373,10.236313 55.9144115,10.234485 55.91445,10.234216 55.9145,10.234165 55.914353,10.234203 55.914234,10.234248 55.914159,10.234311 55.914065,10.234526 55.913782,10.234585 55.913643,10.234608 55.913486,10.234566 55.913295,10.2345 55.913159,10.234358 55.913063,10.234118 55.912996,10.233334 55.912954,10.232992 55.912969,10.2310719 55.9115945,10.229152 55.91022,10.228847 55.910046,10.228765 55.909999,10.227873 55.909618,10.226982 55.909235,10.226719 55.909064,10.226671 55.909015,10.225508 55.907842,10.225234 55.907553,10.222972 55.906185,10.222855 55.90612,10.222736 55.906076,10.222568 55.906048,10.222377 55.906043,10.221185 55.906094,10.2198822 55.9061555,10.217526 55.906267,10.21671 55.906306,10.214161 55.906426,10.214016 55.906428,10.213911 55.906417,10.213786 55.906437,10.213564 55.906448,10.211988 55.906512,10.211853 55.906527,10.211739 55.906559,10.21166 55.906611,10.211613 55.906675,10.211315 55.907224,10.211264 55.9074,10.211256 55.907616,10.2114305 55.910051,10.211605 55.912486,10.211619 55.912753,10.211734 55.913909,10.211704 55.91428,10.2114021 55.9142726)","199075","727001801","727002909",K22,"4054"
"LINESTRING (10.0929732 55.9657727,10.093309 55.965706,10.093356 55.965697,10.099347 55.964506,10.100975 55.96419,10.101656 55.964097,10.102963 55.963973,10.105383 55.963768,10.106487 55.963666,10.10708 55.963613,10.107497 55.963574,10.107774 55.9635,10.107942 55.963472,10.108106 55.963462,10.108487 55.96347,10.108973 55.963413,10.109242 55.963393,10.109858 55.963352,10.1099503 55.9633497)","180211","727001902","727002101",K22,"1100"
"LINESTRING (10.2608492 56.0228019,10.260926 56.022448,10.260958 56.022305,10.261044 56.021958,10.26127 56.021988,10.261407 56.022044,10.261435 56.02206,10.262131 56.022471,10.26232 56.022391,10.262486 56.02232,10.262644 56.022209,10.262778 56.022046,10.262826 56.021906,10.262877 56.021517,10.262886 56.021443,10.262897 56.021192,10.262927 56.020381,10.262929 56.020343,10.262962 56.01972,10.262971 56.019617,10.263142 56.019132,10.263165 56.0190507)","177409","727002001","727001519",K22,"584"
"LINESTRING (10.2608493 56.0228019,10.260926 56.022449,10.26096 56.022309,10.261044 56.021958,10.261118 56.021682,10.261844 56.018655,10.261874 56.018496,10.2619056 56.0183651)","177458","727002001","727001521",K22,"498"
"LINESTRING (10.2168824 55.9291614,10.216833 55.92903,10.216747 55.928677,10.216692 55.928237,10.216677 55.928109,10.216654 55.927928,10.216652 55.927911,10.21659 55.927283,10.216546 55.926837,10.216488 55.926758,10.216403 55.926719,10.21623 55.926687,10.213379 55.926463,10.212936 55.926449,10.212538 55.926452,10.212076 55.926488,10.211026 55.926635,10.210537 55.92668,10.210188 55.926706,10.209668 55.926725,10.209135 55.926759,10.207799 55.926888,10.206993 55.926944,10.204108 55.927054,10.201525 55.927149,10.201213 55.92716,10.200621 55.927179,10.200591 55.92718,10.200257 55.927202,10.200023 55.927269,10.197726 55.928071,10.196146 55.928623,10.195785 55.92873,10.195289 55.928824,10.194732 55.928889,10.194384 55.928918,10.194009 55.92895,10.193533 55.92899,10.192986 55.929035,10.192436 55.929064,10.191877 55.929044,10.191287 55.928993,10.190612 55.928914)","199057","727002309","727002401",K22,"1950"
"LINESTRING (10.190612 55.928914,10.188644 55.928684,10.188653 55.928619,10.188585 55.928501,10.188284 55.928107,10.187756 55.927415,10.187134 55.926775,10.187072 55.92668,10.18704 55.926557,10.18709 55.926371,10.187174 55.926053,10.187238 55.925799,10.187255 55.92553,10.187206 55.92529,10.187018 55.924859,10.186919 55.924487,10.186817 55.924018,10.1866381 55.9232508,10.186576 55.922984,10.186592 55.922749,10.187131 55.919812,10.187358 55.918578,10.187982 55.915353,10.187973 55.915254,10.18793 55.915159,10.18787 55.915063,10.187686 55.914841,10.187774 55.914793,10.187916 55.914748,10.188172 55.914717,10.190336 55.9145701,10.1925 55.9144231,10.194664 55.9142761,10.196828 55.914129,10.196932 55.914117,10.198864 55.913984,10.199277 55.91397,10.202463 55.914056,10.2043245 55.9141011,10.206186 55.9141461,10.2080475 55.9141911,10.209909 55.914236,10.2114021 55.9142726)","199058","727002401","727002909",K22,"3194"
"LINESTRING (10.190612 55.928914,10.188644 55.928684,10.187565 55.928543,10.186249 55.928371,10.185421 55.928249,10.183924 55.928028,10.182912 55.927841,10.182296 55.927723,10.181762 55.927664,10.179058 55.9275205,10.176354 55.927377,10.175965 55.927335,10.175685 55.927288,10.175412 55.927227,10.170109 55.925887,10.168959 55.925597,10.168621 55.925536,10.168228 55.92549,10.1651 55.925372,10.164091 55.925377,10.163633 55.925382,10.160316 55.925417,10.157925 55.925444,10.156903 55.925456,10.156196 55.925471,10.156089 55.925462,10.156013 55.92543,10.155909 55.925374,10.155573 55.925531,10.155136 55.925737,10.154909 55.925835,10.154532 55.926014,10.154442 55.92606,10.15424 55.926133,10.154067 55.926197,10.153943 55.926243,10.154057 55.926333,10.154126 55.926403,10.154197 55.926502,10.154248 55.926612,10.154283 55.926744,10.154332 55.926977,10.154664 55.928821,10.154692 55.92906,10.154703 55.929319,10.154212 55.929227,10.152907 55.928983,10.151887 55.92879,10.1516329 55.9287419)","199004","727002401","727005901",K22,"2944"
"LINESTRING (10.1906132 55.9289142,10.191287 55.928993,10.191877 55.929044,10.192436 55.929064,10.192986 55.929035,10.193533 55.92899,10.194009 55.92895,10.194384 55.928918,10.194732 55.928889,10.195289 55.928824,10.195785 55.92873,10.196146 55.928623,10.197726 55.928071,10.200023 55.927269,10.200257 55.927202,10.200591 55.92718,10.200621 55.927179,10.201213 55.92716,10.201525 55.927149,10.204108 55.927054,10.206993 55.926944,10.207799 55.926888,10.209135 55.926759,10.209668 55.926725,10.210188 55.926706,10.210537 55.92668,10.211026 55.926635,10.212076 55.926488,10.212538 55.926452,10.212936 55.926449,10.213379 55.926463,10.21623 55.926687,10.216403 55.926719,10.216488 55.926758,10.216546 55.926837,10.21659 55.927283,10.216652 55.927911,10.216654 55.927928,10.216677 55.928109,10.216692 55.928237,10.216747 55.928677,10.216833 55.92903,10.2168824 55.9291614)","199071","727002409","727002309",K22,"1950"
"LINESTRING (10.2509744 55.991938,10.250977 55.992004,10.251007 55.992216,10.251022 55.992322,10.25108 55.992647,10.251182 55.993099,10.251354 55.993546,10.251638 55.994096,10.251939 55.994624,10.252229 55.99503,10.252376 55.995235,10.252795 55.995705,10.25323 55.996146,10.253766 55.996687,10.253559 55.996924,10.2532607 55.9970515)","198794","727002502","727003409",K22,"616"
"LINESTRING (10.2467276 55.9219344,10.247547 55.92103,10.247707 55.920852,10.247908 55.920599,10.248199 55.920233,10.248893 55.919447,10.248845 55.919431,10.2482 55.919258,10.248709 55.918683,10.249082 55.918261,10.249763 55.917335,10.250416 55.91643,10.25062 55.916147,10.250992 55.915631,10.2515606 55.9148338)","199082","727002701","727001801",K22,"892"
"LINESTRING (10.2467123 55.9219512,10.246651 55.922019,10.246496 55.922176,10.24608 55.922597,10.245271 55.923358,10.244993 55.923629,10.244253 55.924315,10.24356 55.924914,10.242564 55.925696,10.241558 55.92642,10.240139 55.927364,10.238943 55.928109,10.238065 55.928603,10.237202 55.929089,10.2370724 55.929161)","183453","727002702","727002802",K22,"1008"
"LINESTRING (10.2373388 55.9290119,10.238065 55.928603,10.238943 55.928109,10.240139 55.927364,10.241558 55.92642,10.242564 55.925696,10.24356 55.924914,10.244253 55.924315,10.244993 55.923629,10.245271 55.923358,10.24608 55.922597,10.246496 55.922176,10.246651 55.922019,10.247547 55.92103,10.247707 55.920852,10.247908 55.920599,10.248199 55.920233,10.248893 55.919447,10.248845 55.919431,10.2482 55.919258,10.248709 55.918683,10.249082 55.918261,10.249763 55.917335,10.250416 55.91643,10.25062 55.916147,10.250992 55.915631,10.2515606 55.9148338)","198694","727002801","727001801",K22,"1879"
"LINESTRING (10.2370724 55.929161,10.236954 55.929227,10.236538 55.929445,10.23537 55.93002,10.234575 55.930404,10.234298 55.930526,10.233021 55.931089,10.232202 55.931434,10.2295017 55.9325143,10.2268013 55.9335946,10.2241007 55.9346748,10.2214 55.935755,10.220564 55.936089,10.218123 55.937081,10.217127 55.937524,10.2163 55.937925,10.215257 55.93847,10.213945 55.939222,10.21309 55.939771,10.212203 55.940407,10.211523 55.94093,10.21138 55.941038,10.21099 55.9413565)","199066","727002802","727001602",K22,"2133"
"LINESTRING (10.2114021 55.9142726,10.211704 55.91428,10.211734 55.913909,10.211619 55.912753,10.211605 55.912486,10.2114305 55.910051,10.211256 55.907616,10.211264 55.9074,10.211315 55.907224,10.211613 55.906675,10.21166 55.906611,10.211739 55.906559,10.211853 55.906527,10.211988 55.906512,10.213564 55.906448,10.213605 55.906405,10.213671 55.906318,10.213739 55.906359,10.213813 55.906392,10.213911 55.906417,10.214016 55.906428,10.214161 55.906426,10.21671 55.906306,10.217526 55.906267,10.2198822 55.9061555,10.221185 55.906094,10.222377 55.906043,10.222568 55.906048,10.222736 55.906076,10.222855 55.90612,10.222972 55.906185,10.225234 55.907553,10.225508 55.907842,10.226671 55.909015,10.226719 55.909064,10.226982 55.909235,10.227873 55.909618,10.228765 55.909999,10.228847 55.910046,10.229152 55.91022,10.2310719 55.9115945,10.232992 55.912969,10.233334 55.912954,10.234118 55.912996,10.234358 55.913063,10.2345 55.913159,10.234566 55.913295,10.234608 55.913486,10.234585 55.913643,10.234526 55.913782,10.234311 55.914065,10.234248 55.914159,10.234203 55.914234,10.234165 55.914353,10.234216 55.9145,10.234485 55.91445,10.236313 55.9144115,10.238141 55.914373,10.240803 55.914375,10.242438 55.914359,10.242473 55.914356,10.242873 55.914332,10.24312 55.914302,10.245613 55.914014,10.246807 55.913854,10.24721 55.913805,10.247473 55.913772,10.247932 55.913718,10.248505 55.913648,10.24915 55.913572,10.24921 55.913564,10.249814 55.913492,10.249865 55.913556,10.249975 55.913606,10.250679 55.913828,10.250981 55.913919,10.25153 55.914133,10.251945 55.914295,10.2515606 55.9148338)","199059","727002909","727001801",K22,"4067"
"LINESTRING (10.2213752 55.991379,10.22141 55.991425,10.221543 55.991602,10.221598 55.99176,10.221436 55.991748,10.221276 55.991764,10.220943 55.991815,10.220905 55.99182,10.220869 55.991826,10.220515 55.991866,10.220343 55.991879,10.219904 55.99191,10.219774 55.991907,10.219642 55.991897,10.218862 55.991762,10.218681 55.991742,10.218494 55.991726,10.218298 55.991718,10.218015 55.991739,10.212372 55.992515,10.210033 55.992771,10.208413 55.992842,10.206614 55.992963,10.205625 55.992932,10.204027 55.992985,10.202329 55.993041,10.200752 55.993063,10.200412 55.993067,10.200318 55.993071,10.200302 55.993722,10.200277 55.994747,10.200264 55.995086,10.20021 55.995195,10.20013 55.995287,10.200016 55.995359,10.199859 55.995416,10.199686 55.995434,10.198008 55.995396,10.197584 55.995398,10.197252 55.99542,10.196724 55.995529,10.196379 55.995616,10.196136 55.995705,10.19582 55.995924,10.1957 55.995977,10.195554 55.996016,10.195393 55.996016,10.19249 55.995706,10.192118 55.995709,10.191801 55.995687,10.191384 55.995603,10.190895 55.995504,10.1903058 55.9954132)","198849","727003002","727004209",K22,"2290"
"LINESTRING (10.2403291 55.9547779,10.240163 55.955273,10.240096 55.955379,10.240055 55.955424,10.239993 55.955492,10.239919 55.95556,10.239801 55.955649,10.239566 55.955799,10.238929 55.956119,10.238504 55.956352,10.237697 55.956883,10.237228 55.957226,10.237131 55.957265,10.237018 55.957287,10.236893 55.957295,10.2365 55.95727,10.236237 55.957854,10.235991 55.958254,10.235754 55.958552,10.233974 55.96072,10.233711 55.961104,10.232607 55.963334,10.232421 55.963762,10.232331 55.964195,10.232315 55.964559,10.232349 55.964912,10.232467 55.965345,10.232592 55.965679,10.232742 55.965966,10.233013 55.96636,10.233605 55.967155,10.233943 55.967637,10.234118 55.968,10.234253 55.968375,10.234314 55.968743,10.234322 55.969095,10.234259 55.970514,10.234223 55.97132,10.234214 55.971719,10.234199 55.972379,10.234191 55.97271,10.234171 55.972872,10.23414 55.97312,10.234084 55.973575,10.234013 55.973806,10.233976 55.973873,10.233763 55.974262,10.233736 55.974305,10.23368 55.97443,10.233653 55.974535,10.233649 55.97464,10.233714 55.974641,10.2342559 55.9746508)","198797","727003101","727000202",K22,"2432"
"LINESTRING (10.2403291 55.9547779,10.240163 55.955273,10.240096 55.955379,10.240055 55.955424,10.239993 55.955492,10.239919 55.95556,10.239801 55.955649,10.239566 55.955799,10.238929 55.956119,10.238504 55.956352,10.237697 55.956883,10.237228 55.957226,10.237131 55.957265,10.237018 55.957287,10.236893 55.957295,10.2365 55.95727,10.236237 55.957854,10.235991 55.958254,10.235754 55.958552,10.233974 55.96072,10.233711 55.961104,10.232607 55.963334,10.232421 55.963762,10.232331 55.964195,10.232315 55.964559,10.232349 55.964912,10.232467 55.965345,10.232592 55.965679,10.232742 55.965966,10.233013 55.96636,10.233605 55.967155,10.233943 55.967637,10.234118 55.968,10.234253 55.968375,10.234314 55.968743,10.234322 55.969095,10.234259 55.970514,10.234223 55.97132,10.234214 55.971719,10.234199 55.972379,10.234191 55.97271,10.234171 55.972872,10.23414 55.97312,10.234084 55.973575,10.234013 55.973806,10.233763 55.974262,10.233736 55.974305,10.23368 55.97443,10.233653 55.974535,10.233649 55.97464,10.231971 55.974612,10.231722 55.975676,10.231485 55.976885,10.231438 55.977259,10.231348 55.978258,10.231314 55.9785895)","198773","727003101","727000622",K22,"2944"
"LINESTRING (10.2403291 55.9547779,10.240163 55.955273,10.240096 55.955379,10.240055 55.955424,10.239993 55.955492,10.239919 55.95556,10.239801 55.955649,10.239566 55.955799,10.238929 55.956119,10.238504 55.956352,10.237697 55.956883,10.237228 55.957226,10.237131 55.957265,10.237018 55.957287,10.236893 55.957295,10.2365 55.95727,10.236237 55.957854,10.235991 55.958254,10.235754 55.958552,10.235125 55.958458,10.233292 55.958237,10.231459 55.958016,10.231081 55.957991,10.230708 55.957997,10.2282975 55.9581285,10.225887 55.95826,10.22531 55.95832,10.222484 55.958684,10.21963 55.959086,10.219153 55.959126,10.218554 55.95914,10.217932 55.959154,10.217655 55.959154,10.217482 55.959154,10.217087 55.959117,10.216532 55.959019,10.2162468 55.9589153)","198850","727003101","727003909",K22,"1784"
"LINESTRING (10.2355425 55.9398226,10.236005 55.939791,10.236003 55.939566,10.235986 55.939244,10.235919 55.938829,10.235705 55.937943,10.235599 55.937464,10.235577 55.937149,10.235586 55.936675,10.235764 55.934743,10.235942 55.932811,10.236001 55.932641,10.236087 55.932451,10.23644 55.931908,10.2367983 55.9313657)","198696","727003309","727004309",K22,"978"
"LINESTRING (10.2547918 55.9974984,10.254784 55.997493,10.254472 55.997278,10.254419 55.997236,10.254259 55.99711,10.25409 55.996976,10.254043 55.996939,10.253559 55.996924,10.252586 55.99734,10.251552 55.997777,10.251372 55.997819,10.251193 55.997826,10.251001 55.997821,10.250706 55.99775,10.249992 55.99758,10.248537 55.997233,10.246993 55.996864,10.246258 55.996688,10.245849 55.996589,10.245022 55.996385,10.244635 55.99632,10.24355 55.996221,10.2412215 55.9960155,10.2396272 55.9958748,10.238893 55.99581,10.238741 55.99577,10.238664 55.99573,10.238599 55.995696,10.238506 55.995585,10.238103 55.994077,10.237948 55.993415,10.237888 55.993137,10.237805 55.993023,10.237636 55.992924,10.237466 55.992883,10.236029 55.992629,10.235339 55.992423,10.234965 55.992371,10.225098 55.992031,10.224926 55.992026,10.223874 55.991989,10.223763 55.991986,10.22271 55.992015,10.222326 55.992002,10.222156 55.99198,10.221975 55.991925,10.22187 55.991875,10.221738 55.991811,10.221598 55.99176,10.221543 55.991602,10.2214926 55.9915349)","177411","727003401","727003001",K22,"2483"
"LINESTRING (10.2532607 55.9970515,10.253559 55.996924,10.253766 55.996687,10.25323 55.996146,10.252795 55.995705,10.252376 55.995235,10.252229 55.99503,10.251939 55.994624,10.251638 55.994096,10.251354 55.993546,10.251182 55.993099,10.25108 55.992647,10.251022 55.992322,10.251007 55.992216,10.250977 55.992004,10.250973 55.991902,10.2509716 55.9918648)","198852","727003409","727002501",K22,"624"
"LINESTRING (10.2532607 55.9970515,10.252586 55.99734,10.251552 55.997777,10.251372 55.997819,10.251193 55.997826,10.251001 55.997821,10.250706 55.99775,10.249992 55.99758,10.248537 55.997233,10.246993 55.996864,10.246258 55.996688,10.245849 55.996589,10.245022 55.996385,10.244635 55.99632,10.24355 55.996221,10.2412215 55.9960155,10.238893 55.99581,10.238741 55.99577,10.238664 55.99573,10.238599 55.995696,10.238506 55.995585,10.238103 55.994077,10.237948 55.993415,10.237888 55.993137,10.237805 55.993023,10.237636 55.992924,10.237466 55.992883,10.236029 55.992629,10.235339 55.992423,10.234965 55.992371,10.225098 55.992031,10.224926 55.992026,10.223874 55.991989,10.223763 55.991986,10.22271 55.992015,10.222326 55.992002,10.222156 55.99198,10.221975 55.991925,10.22187 55.991875,10.221738 55.991811,10.221598 55.99176,10.221436 55.991748,10.221276 55.991764,10.220943 55.991815,10.220905 55.99182,10.220869 55.991826,10.220515 55.991866,10.220343 55.991879,10.219904 55.99191,10.219774 55.991907,10.219642 55.991897,10.218862 55.991762,10.218681 55.991742,10.218494 55.991726,10.218298 55.991718,10.218015 55.991739,10.212372 55.992515,10.210033 55.992771,10.208413 55.992842,10.206614 55.992963,10.205625 55.992932,10.204027 55.992985,10.202329 55.993041,10.200752 55.993063,10.200412 55.993067,10.200318 55.993071,10.200302 55.993722,10.200277 55.994747,10.200264 55.995086,10.20021 55.995195,10.20013 55.995287,10.200016 55.995359,10.199859 55.995416,10.199686 55.995434,10.198008 55.995396,10.197584 55.995398,10.197252 55.99542,10.196724 55.995529,10.196379 55.995616,10.196136 55.995705,10.19582 55.995924,10.1957 55.995977,10.195554 55.996016,10.195393 55.996016,10.19249 55.995706,10.192118 55.995709,10.191801 55.995687,10.191384 55.995603,10.190895 55.995504,10.1902278 55.9954012)","198799","727003409","727004201",K22,"4576"
"LINESTRING (10.2276722 55.9426444,10.227583 55.942642,10.227321 55.942625,10.227008 55.942595,10.226666 55.94253,10.225928 55.942366,10.22562 55.942297,10.225142 55.94223,10.224015 55.942072,10.221706 55.941813,10.22118 55.941796,10.220509 55.941829,10.22001 55.941858,10.219918 55.941863,10.218897 55.941913,10.218781 55.941914,10.218709 55.941907,10.218606 55.94187,10.217266 55.94193,10.217034 55.941648,10.21705 55.941586,10.216951 55.941555,10.2169454 55.9415519)","198655","727003501","727003601",K22,"714"
"LINESTRING (10.2275746 55.9426414,10.227583 55.942642,10.227806 55.942648,10.227972 55.942652,10.228295 55.942658,10.229087 55.94264,10.229314 55.942607,10.229495 55.942544,10.230287 55.942174,10.23069 55.942026,10.231945 55.941624,10.232265 55.941502,10.232572 55.941354,10.234237 55.940033,10.234385 55.939944,10.234544 55.939904,10.234704 55.93988,10.2355425 55.9398226)","198697","727003509","727003309",K22,"625"
"LINESTRING (10.2169454 55.9415519,10.216883 55.941517,10.215921 55.940977,10.215775 55.940941,10.215392 55.940945,10.21505 55.940949,10.214201 55.940957,10.21261 55.940976,10.212308 55.94097,10.211747 55.941056,10.211608 55.941061,10.21138 55.941038,10.210446 55.941801,10.210018 55.942198,10.209015 55.943201,10.2069111 55.945377,10.204807 55.947553,10.203856 55.948484,10.2037259 55.9485996)","198719","727003601","727100002",K22,"1345"
"LINESTRING (10.2169657 55.9415596,10.21705 55.941586,10.217034 55.941648,10.217266 55.94193,10.218606 55.94187,10.218709 55.941907,10.218781 55.941914,10.218897 55.941913,10.219918 55.941863,10.22001 55.941858,10.220509 55.941829,10.22118 55.941796,10.221706 55.941813,10.224015 55.942072,10.225142 55.94223,10.22562 55.942297,10.225928 55.942366,10.226666 55.94253,10.227008 55.942595,10.227321 55.942625,10.2275746 55.9426414)","198698","727003602","727003509",K22,"706"
