WKT,gid,stop_a,stop_b,koereplan_version,meter
"LINESTRING (10.1435393 55.9272194,10.143404 55.927201,10.143178 55.92717,10.142702 55.927134,10.142608 55.927127,10.141859 55.92707,10.141013 55.927036,10.140635 55.927001,10.140503 55.926985,10.139241 55.926831,10.138707 55.926796,10.138107 55.926795,10.137553 55.926817,10.136928 55.926885,10.136458 55.926939,10.135656 55.926955,10.135154 55.926975,10.134686 55.926975,10.133507 55.926921,10.132416 55.92687,10.130789 55.926795,10.130154 55.926765,10.129509 55.92676,10.129306 55.926769,10.129063 55.926805,10.128234 55.926982,10.127956 55.927055,10.127701 55.927149,10.12729 55.927295,10.126959 55.927393,10.126471 55.927466,10.126384 55.927475,10.126139 55.9275,10.125793 55.927519,10.124549 55.927553,10.123681 55.927541,10.121109 55.927454,10.119409 55.9274,10.116406 55.927297,10.115859 55.927257,10.11572 55.927238,10.115211 55.927172,10.114838 55.927087,10.114452 55.926984,10.1141225 55.9268771,10.113234 55.926589,10.110721 55.925621,10.110182 55.925444,10.109574 55.925274,10.109174 55.925178,10.108246 55.924991,10.108092 55.924941,10.108 55.924883,10.107925 55.924807,10.107532 55.924272,10.107503 55.924232,10.107431 55.924182,10.107345 55.924148,10.107223 55.924144,10.107135 55.924152,10.10656 55.924341,10.102904 55.925425,10.102678 55.925109,10.102446 55.924892,10.101996 55.924552,10.101841 55.924358,10.101782 55.924196,10.101755 55.924097,10.101599 55.923587,10.101576 55.923524,10.100636 55.92094,10.099945 55.9191815,10.099254 55.917423,10.099227 55.917325,10.099168 55.917107,10.09916 55.916878,10.099209 55.916542,10.099318 55.915799,10.099387 55.915451,10.099854 55.913921,10.099968 55.91365,10.100713 55.91254,10.101249 55.911975,10.101441 55.911248,10.101582 55.910755,10.101603 55.910684,10.101744 55.910191,10.101943 55.910066,10.102138 55.90999,10.102349 55.909943,10.102448 55.909927,10.1025104 55.909927)","199006","727005801","727005609",K22,"4537"
"LINESTRING (10.1512502 55.9286694,10.151427 55.928703,10.151887 55.92879,10.152907 55.928983,10.154212 55.929227,10.154703 55.929319,10.154662 55.929634,10.154634 55.929735,10.154532 55.930102,10.154446 55.930407,10.154373 55.930668,10.154225 55.931212,10.153639 55.933368,10.153525 55.933752,10.153394 55.934063,10.15325 55.934334,10.153064 55.934633,10.1529345 55.9348262)","198888","727005902","727013102",K22,"852"
"LINESTRING (10.082036 55.9154064,10.081136 55.915293,10.078718 55.914959,10.0784 55.914915,10.077319 55.914784,10.076298 55.914686,10.075447 55.914633,10.074478 55.9146,10.073585 55.914604,10.072671 55.914642,10.071686 55.914702,10.070125 55.914842,10.0677248 55.9150761,10.0653246 55.9153101,10.0629243 55.9155441,10.060524 55.915778,10.057214 55.91609,10.056932 55.916117,10.056365 55.916167,10.055854 55.916192,10.055342 55.916193,10.054981 55.916171,10.054845 55.916162,10.054389 55.916098,10.05399 55.91602,10.053598 55.915926,10.05305 55.91575,10.05212 55.91544)","198917","727006501","727005001",K22,"1914"
"LINESTRING (10.0803909 55.91519,10.081136 55.915293,10.08231 55.915441,10.085321 55.915828,10.086343 55.915924,10.087204 55.915983,10.088162 55.916016,10.089172 55.916023,10.099318 55.915799,10.099387 55.915451,10.099854 55.913921,10.099968 55.91365,10.100713 55.91254,10.101249 55.911975,10.101441 55.911248,10.101582 55.910755,10.101603 55.910684,10.101744 55.910191,10.101943 55.910066,10.102138 55.90999,10.102349 55.909943,10.102448 55.909927,10.1025104 55.909927)","198889","727006502","727005609",K22,"1899"
"LINESTRING (10.0803909 55.91519,10.081136 55.915293,10.08231 55.915441,10.085321 55.915828,10.086343 55.915924,10.087204 55.915983,10.088162 55.916016,10.089172 55.916023,10.099318 55.915799,10.102374 55.915734,10.1040493 55.9156955,10.1057245 55.915657,10.1073998 55.9156185,10.109075 55.91558,10.11085 55.915566,10.111988 55.91558,10.113955 55.915619,10.116312 55.915718,10.11799 55.91579,10.122252 55.915968,10.124381 55.9160585,10.12651 55.916149,10.128093 55.916224,10.128881 55.916287,10.129622 55.916375,10.130334 55.916475,10.130992 55.916603,10.131747 55.916759,10.132469 55.916944,10.133317 55.917211,10.134042 55.917473,10.13493 55.917846,10.137158 55.918831,10.138571 55.919456,10.141034 55.920544,10.142406 55.921166,10.142644 55.921266,10.14509 55.922334,10.146956 55.923149,10.147042 55.923186,10.147823 55.923529,10.148338 55.923755,10.149737 55.924366,10.150249 55.924591,10.151245 55.925029,10.151839 55.925295,10.15246 55.925573,10.152639 55.925652,10.153452 55.92601,10.153943 55.926243,10.154057 55.926333,10.154126 55.926403,10.154197 55.926502,10.154248 55.926612,10.154283 55.926744,10.154332 55.926977,10.154664 55.928821,10.154692 55.92906,10.154703 55.929319,10.154662 55.929634,10.154634 55.929735,10.154532 55.930102,10.154446 55.930407,10.154373 55.930668,10.154225 55.931212,10.153639 55.933368,10.153525 55.933752,10.153394 55.934063,10.15325 55.934334,10.153064 55.934633,10.1529345 55.9348262)","198872","727006502","727013102",K22,"5952"
"LINESTRING (10.1617534 55.9726989,10.161287 55.972822,10.160855 55.972935,10.160454 55.973042,10.15976 55.973227,10.158335 55.973612,10.158106 55.973665,10.15799 55.973706,10.157847 55.973783,10.15805 55.973882,10.158203 55.973991,10.158553 55.974307,10.158648 55.974391,10.15882 55.974514,10.159633 55.974975,10.159755 55.975035,10.1600194 55.9751637)","198543","727010001","727010201",K22,"479"
"LINESTRING (10.1600194 55.9751637,10.160246 55.975274,10.160705 55.975464,10.16104 55.975588,10.1627802 55.9761934)","198544","727010201","727010401",K22,"207"
"LINESTRING (10.1627802 55.9761934,10.1634 55.976409,10.163445 55.976431,10.163508 55.976462,10.163531 55.976489,10.163576 55.976542,10.163633 55.976533,10.163692 55.976535,10.163745 55.97655,10.163785 55.976574,10.163808 55.976604,10.163809 55.976637,10.163784 55.976673,10.163735 55.9767,10.163671 55.976713,10.163603 55.97671,10.163543 55.976692,10.163502 55.976661,10.163424 55.976687,10.16339 55.976698,10.163228 55.976736,10.162774 55.976786,10.162708 55.976794,10.162882 55.977324,10.162933 55.977363,10.162992 55.977384,10.16309 55.977388,10.163421 55.977355,10.16387 55.97731,10.164056 55.977323,10.1645501 55.9774512)","198545","727010401","727010601",K22,"335"
"LINESTRING (10.1645501 55.9774512,10.165081 55.977589,10.165557 55.977696,10.165702 55.977729,10.165983 55.977795,10.166306 55.977875,10.166638 55.977929,10.167517 55.97805,10.168436 55.978165,10.169752 55.978344,10.169923 55.978367,10.170011 55.978377,10.170182 55.978396,10.170573 55.9784421)","198546","727010601","727010801",K22,"393"
"LINESTRING (10.170573 55.9784421,10.170877 55.978478,10.171132 55.977856,10.17136 55.97733,10.171622 55.976812,10.171754 55.976407,10.17176 55.976349,10.1717703 55.9762595)","198547","727010801","727011101",K22,"273"
"LINESTRING (10.1702382 55.9734153,10.169461 55.973544,10.168471 55.973707,10.167483 55.973871,10.167227 55.973913)","198548","727011001","727011201",K22,"196"
"LINESTRING (10.1717703 55.9762595,10.17184 55.975658,10.171831 55.97536,10.171819 55.975145,10.171642 55.974574,10.171588 55.974401,10.171419 55.974056,10.171287 55.973787,10.171017 55.973287,10.170464 55.973378,10.1702382 55.9734153)","198549","727011101","727011001",K22,"388"
"LINESTRING (10.167227 55.973913,10.167008 55.973949,10.166819 55.973988,10.166747 55.974006,10.165473 55.974363,10.1651483 55.9744594)","198550","727011201","727011401",K22,"144"
"LINESTRING (10.1651483 55.9744594,10.164877 55.97454,10.163085 55.975037,10.162961 55.975138,10.16368 55.97539,10.1639624 55.9754892)","198551","727011401","727011601",K22,"231"
"LINESTRING (10.1639624 55.9754892,10.164275 55.975599,10.165018 55.97586,10.164386 55.976706,10.164264 55.976682,10.164097 55.97665,10.163917 55.976642,10.163809 55.976637,10.163784 55.976673,10.163735 55.9767,10.163671 55.976713,10.163603 55.97671,10.163543 55.976692,10.163502 55.976661,10.163424 55.976687,10.16339 55.976698,10.163228 55.976736,10.162774 55.976786,10.162708 55.976794,10.1618768 55.9768839)","198552","727011601","727012001",K22,"348"
"LINESTRING (10.1618768 55.9768839,10.161673 55.976906,10.160186 55.977067,10.159992 55.977088,10.159596 55.977137,10.159249 55.977179,10.159173 55.977018,10.159117 55.976944,10.159002 55.976858,10.158792 55.97673,10.158562 55.976589,10.158415 55.976456,10.158176 55.97622,10.158084 55.976129,10.157348 55.975459,10.156906 55.975124,10.1566567 55.9749364)","198553","727012001","727012201",K22,"467"
"LINESTRING (10.1566567 55.9749364,10.156595 55.97489,10.155971 55.974442,10.155848 55.974361,10.155452 55.974517,10.155336 55.974543,10.155242 55.974542,10.154961 55.974494,10.154869 55.974572,10.154697 55.974676,10.154259 55.974931,10.154111 55.975024,10.1538171 55.9752039)","198554","727012201","727012301",K22,"250"
"LINESTRING (10.1538171 55.9752039,10.153332 55.975501,10.153123 55.975631,10.152977 55.975768,10.152842 55.975661,10.152312 55.974959,10.152261 55.974856,10.152192 55.974502,10.152094 55.973996,10.151836 55.973984,10.1516189 55.9739857)","198555","727012301","727012401",K22,"320"
"LINESTRING (10.1516189 55.9739857,10.151472 55.973987,10.151532 55.973875,10.151632 55.973692,10.152028 55.973353,10.152132 55.973313,10.152241 55.973279,10.152366 55.973261,10.152804 55.973272,10.152989 55.973276,10.153156 55.973267,10.153283 55.973247,10.153422 55.973205,10.15337 55.973147,10.153368 55.973093,10.153483 55.972892,10.1534 55.972856,10.154259 55.972188,10.154733 55.971896,10.1550958 55.9717084)","198556","727012401","727100901",K22,"390"
"LINESTRING (10.1579161 55.9690368,10.157643 55.968849,10.157547 55.968794,10.157337 55.96868,10.157014 55.968551,10.156883 55.968507,10.156445 55.968383,10.156013 55.968298,10.155978 55.968291,10.155692 55.968265,10.155407 55.968239,10.154959 55.968245,10.154446 55.968253,10.154147 55.968257,10.153559 55.968266,10.153163 55.968275,10.152979 55.968274,10.152285 55.968284,10.1518168 55.9682945)","198557","727012801","727013001",K22,"410"
"LINESTRING (10.1518168 55.9682945,10.151572 55.9683,10.151389 55.968304,10.151336 55.968305,10.151282 55.968306,10.150765 55.968319,10.150313 55.96833,10.150165 55.968334,10.149369 55.968353,10.148875 55.968365,10.148809 55.968078,10.148709 55.967637,10.148633 55.967632,10.148563 55.967613,10.148508 55.967583,10.14847 55.967534,10.148469 55.967482,10.148497 55.96744,10.148548 55.967407,10.148617 55.967385,10.148694 55.967377,10.1486226 55.9670957)","198558","727013001","727013201",K22,"343"
"LINESTRING (10.1523409 55.9357127,10.152634 55.935275,10.153064 55.934633,10.15325 55.934334,10.153394 55.934063,10.153525 55.933752,10.153639 55.933368,10.154225 55.931212,10.154373 55.930668,10.154446 55.930407,10.154532 55.930102,10.154634 55.929735,10.154662 55.929634,10.154703 55.929319,10.154212 55.929227,10.152907 55.928983,10.151887 55.92879,10.1516329 55.9287419)","198864","727013101","727005901",K22,"932"
"LINESTRING (10.1523409 55.9357127,10.152634 55.935275,10.153064 55.934633,10.15325 55.934334,10.153394 55.934063,10.153525 55.933752,10.153639 55.933368,10.154225 55.931212,10.154373 55.930668,10.154446 55.930407,10.154532 55.930102,10.154634 55.929735,10.154662 55.929634,10.154703 55.929319,10.154692 55.92906,10.154664 55.928821,10.154332 55.926977,10.154283 55.926744,10.154248 55.926612,10.154197 55.926502,10.154126 55.926403,10.154057 55.926333,10.153943 55.926243,10.153452 55.92601,10.152639 55.925652,10.15246 55.925573,10.151839 55.925295,10.151245 55.925029,10.150249 55.924591,10.149737 55.924366,10.148338 55.923755,10.147823 55.923529,10.147042 55.923186,10.146956 55.923149,10.14509 55.922334,10.142644 55.921266,10.142406 55.921166,10.141034 55.920544,10.138571 55.919456,10.137158 55.918831,10.13493 55.917846,10.134042 55.917473,10.133317 55.917211,10.132469 55.916944,10.131747 55.916759,10.130992 55.916603,10.130334 55.916475,10.129622 55.916375,10.128881 55.916287,10.128093 55.916224,10.12651 55.916149,10.124381 55.9160585,10.122252 55.915968,10.11799 55.91579,10.116312 55.915718,10.113955 55.915619,10.111988 55.91558,10.11085 55.915566,10.109075 55.91558,10.1073998 55.9156185,10.1057245 55.915657,10.1040493 55.9156955,10.102374 55.915734,10.099318 55.915799,10.089172 55.916023,10.088162 55.916016,10.087204 55.915983,10.086343 55.915924,10.085321 55.915828,10.08231 55.915441,10.082036 55.9154064)","198919","727013101","727006501",K22,"5952"
"LINESTRING (10.1523409 55.9357127,10.152634 55.935275,10.153064 55.934633,10.15325 55.934334,10.153394 55.934063,10.153525 55.933752,10.153639 55.933368,10.154225 55.931212,10.154373 55.930668,10.154446 55.930407,10.154532 55.930102,10.154634 55.929735,10.154662 55.929634,10.154703 55.929319,10.154692 55.92906,10.154664 55.928821,10.1546175 55.9285632)","199008","727013101","727013302",K22,"814"
"LINESTRING (10.1529345 55.9348262,10.152634 55.935275,10.1512856 55.9372895,10.149937 55.939304,10.149813 55.939657,10.149767 55.939857,10.149752 55.940128,10.149864 55.940823,10.150768 55.944744,10.151105 55.946168,10.151447 55.947628,10.151993 55.949954,10.152003 55.950001,10.1526774 55.952889,10.153352 55.955777,10.1534 55.956143,10.153386 55.956464,10.153271 55.956843,10.153026 55.957281,10.152652 55.957717,10.151115 55.959392,10.148484 55.962233,10.148261 55.962536,10.148095 55.962813,10.147983 55.96311,10.147943 55.963407,10.147936 55.963681,10.148184 55.964987,10.148246 55.965313,10.148378 55.966011,10.148528 55.966723,10.148694 55.967377,10.148773 55.967384,10.148843 55.967405,10.148896 55.967438,10.148925 55.96748,10.148925 55.967536,10.148882 55.967586,10.148806 55.967622,10.148709 55.967637,10.148809 55.968078,10.148875 55.968365,10.148971 55.968847,10.149098 55.969485,10.149107 55.96953,10.14915 55.969736,10.149202 55.969987,10.149291 55.970416,10.149396 55.970958,10.149435 55.971159,10.149497 55.9714744)","198873","727013102","727000701",K22,"4228"
"LINESTRING (10.1486226 55.9670957,10.148528 55.966723,10.148378 55.966011,10.14941 55.965984,10.150652 55.965945,10.150754 55.964992,10.1508016 55.9648041)","198559","727013201","727013401",K22,"391"
"LINESTRING (10.1487995 55.9680364,10.148809 55.968078,10.148875 55.968365,10.148971 55.968847,10.149098 55.969485,10.149107 55.96953,10.14915 55.969736,10.149202 55.969987,10.149291 55.970416,10.149396 55.970958,10.149435 55.971159,10.149497 55.9714744)","177830","727013202","727000701",K22,"385"
"LINESTRING (10.1546175 55.9285632,10.154332 55.926977,10.154283 55.926744,10.154248 55.926612,10.154197 55.926502,10.154126 55.926403,10.154057 55.926333,10.153943 55.926243,10.153452 55.92601,10.152639 55.925652,10.152698 55.925536,10.152702 55.925455,10.152665 55.925402,10.1525869 55.9253597)","177743","727013302","727000102",K22,"405"
"LINESTRING (10.1546175 55.9285632,10.154332 55.926977,10.154283 55.926744,10.154248 55.926612,10.154197 55.926502,10.154126 55.926403,10.154057 55.926333,10.153943 55.926243,10.154067 55.926197,10.15424 55.926133,10.154442 55.92606,10.154532 55.926014,10.154909 55.925835,10.155136 55.925737,10.155573 55.925531,10.155909 55.925374,10.159416 55.923738,10.1597 55.923578,10.159895 55.923426,10.160095 55.923214,10.160178 55.923094,10.16162 55.919707,10.162099 55.918268,10.16225 55.917865,10.164545 55.911134,10.164841 55.910259,10.164983 55.909849,10.165442 55.908481,10.16547 55.908312,10.165475 55.908054,10.165396 55.907725,10.164827 55.905608,10.164311 55.903652,10.164269 55.903329,10.164275 55.903073,10.164295 55.902831,10.164369 55.902459,10.164643 55.901531,10.164847 55.900827,10.165233 55.899537,10.165374 55.899059,10.165831 55.897533,10.16674 55.894472,10.166797 55.894275,10.16684 55.894154,10.166851 55.894123,10.166889 55.893989,10.167028 55.893494,10.167114 55.893189,10.167157 55.893036,10.167203 55.892768,10.167225 55.892649,10.167256 55.892471,10.167265 55.89242,10.167293 55.892256,10.167309 55.892158,10.167328 55.892046,10.167336 55.891935,10.167316 55.891828,10.167251 55.891707,10.167154 55.89159,10.16695 55.891422,10.166796 55.891291,10.166699 55.891159,10.166687 55.891133,10.16664 55.891036,10.166525 55.890686,10.16649 55.890655,10.166452 55.890632,10.166439 55.890626,10.166063 55.890531,10.1659675 55.8904973)","198954","727013302","727200501",K22,"4508"
"LINESTRING (10.1546175 55.9285632,10.154332 55.926977,10.154283 55.926744,10.154248 55.926612,10.154197 55.926502,10.154126 55.926403,10.154057 55.926333,10.153943 55.926243,10.154067 55.926197,10.15424 55.926133,10.154442 55.92606,10.154532 55.926014,10.154909 55.925835,10.155136 55.925737,10.155573 55.925531,10.155909 55.925374,10.156013 55.92543,10.156089 55.925462,10.156196 55.925471,10.156903 55.925456,10.157925 55.925444,10.160316 55.925417,10.163633 55.925382,10.164091 55.925377,10.164193 55.925571,10.1643828 55.9262171)","199010","727013302","727200809",K22,"1032"
"LINESTRING (10.1508016 55.9648041,10.150754 55.964992,10.150652 55.965945,10.14941 55.965984,10.1493252 55.9659862)","198560","727013401","727013601",K22,"210"
"LINESTRING (10.1493252 55.9659862,10.148378 55.966011,10.148528 55.966723,10.148694 55.967377,10.148773 55.967384,10.148843 55.967405,10.148896 55.967438,10.148925 55.96748,10.148925 55.967536,10.148882 55.967586,10.148806 55.967622,10.148709 55.967637,10.148633 55.967632,10.148563 55.967613,10.148508 55.967583,10.14768 55.967585,10.146398 55.967695,10.145144 55.967813,10.142857 55.968033,10.142711 55.968048,10.142737 55.968243,10.142742 55.968616,10.142721 55.968879,10.142656 55.969218,10.14263 55.969354,10.142577 55.96965,10.142578 55.969865,10.142586 55.969891,10.142629 55.970034,10.14277 55.970274,10.1428389 55.9703563)","198561","727013601","727013802",K22,"898"
"LINESTRING (10.1426454 55.9692731,10.142656 55.969218,10.142721 55.968879,10.142742 55.968616,10.142737 55.968243,10.142711 55.968048,10.14103 55.968236,10.139552 55.968373,10.138178 55.968467,10.137714 55.968478,10.137267 55.968447,10.13728 55.96856,10.137305 55.968619,10.137351 55.968674,10.137448 55.968741,10.1375942 55.9688273)","198582","727013801","727016401",K22,"530"
"LINESTRING (10.1426454 55.9692731,10.142656 55.969218,10.142721 55.968879,10.142742 55.968616,10.142737 55.968243,10.142711 55.968048,10.142857 55.968033,10.145144 55.967813,10.146398 55.967695,10.14768 55.967585,10.148469 55.967482,10.148497 55.96744,10.148548 55.967407,10.148617 55.967385,10.148694 55.967377,10.148773 55.967384,10.148843 55.967405,10.148896 55.967438,10.148925 55.96748,10.150347 55.967193,10.151894 55.96688,10.153208 55.966615,10.155414 55.966195,10.157717 55.965841,10.158986 55.965635,10.16124 55.965268,10.163494 55.964901,10.164864 55.964665,10.165968 55.964458,10.167051 55.964237,10.168362 55.963925,10.16968 55.963574,10.170984 55.963213,10.174257 55.962279,10.176911 55.961508,10.182224 55.959963,10.182551 55.959868,10.184782 55.959219,10.185625 55.958946,10.186613 55.9586,10.187803 55.958121,10.188547 55.957782,10.189983 55.957068,10.190439 55.9568094)","198721","727013801","727100401",K22,"3416"
"LINESTRING (10.1428389 55.9703563,10.142908 55.970439,10.142919 55.970453,10.143207 55.970724,10.143347 55.970841,10.143528 55.970975,10.143429 55.971068,10.143214 55.971441,10.142992 55.971827,10.142964 55.971874,10.142917 55.971942,10.1427575 55.9720873)","180213","727013802","727000741",K22,"215"
"LINESTRING (10.1428389 55.9703563,10.142908 55.970439,10.142919 55.970453,10.143207 55.970724,10.143347 55.970841,10.143528 55.970975,10.143714 55.971058,10.143876 55.971116,10.144755 55.971354,10.144904 55.971383,10.145838 55.97148,10.1462493 55.9715226)","198562","727013802","727014002",K22,"264"
"LINESTRING (10.1428389 55.9703563,10.142908 55.970439,10.142919 55.970453,10.143207 55.970724,10.143347 55.970841,10.143528 55.970975,10.143429 55.971068,10.143214 55.971441,10.142992 55.971827,10.142964 55.971874,10.142917 55.971942,10.142736 55.972107,10.142641 55.972194,10.142391 55.972422,10.14223 55.972353,10.142056 55.97228,10.141244 55.971936,10.14105 55.971882,10.140864 55.971857,10.139617 55.971736,10.139393 55.971714,10.139035 55.971668,10.138792 55.971667,10.138572 55.971679,10.138396 55.971696,10.138164 55.971737,10.136638 55.972093,10.136435 55.97214,10.136272 55.972178,10.135916 55.972236,10.135692 55.972183,10.135249 55.972056,10.134345 55.971798,10.134004 55.971699,10.133628 55.971653,10.133301 55.971623,10.133012 55.971618,10.13253 55.971652,10.131409 55.971729,10.131028 55.971776,10.130878 55.971811,10.1308722 55.9718123,10.128113 55.972462,10.126911 55.972765,10.125986 55.973024,10.125394 55.973218,10.125232 55.973288,10.124921 55.973419,10.123706 55.974078,10.122754 55.97459,10.122352 55.974817,10.1214782 55.9753093)","198631","727013802","727020101",K22,"1743"
"LINESTRING (10.1466396 55.9715631,10.145838 55.97148,10.144904 55.971383,10.144755 55.971354,10.143876 55.971116,10.143714 55.971058,10.143528 55.970975,10.143347 55.970841,10.143207 55.970724,10.142919 55.970453,10.142908 55.970439,10.14277 55.970274,10.142629 55.970034,10.142586 55.969891,10.142578 55.969865,10.142577 55.96965,10.14263 55.969354,10.1426454 55.9692731)","198583","727014001","727013801",K22,"413"
"LINESTRING (10.1462493 55.9715226,10.146899 55.97159,10.147004 55.971601,10.147175 55.971619,10.147835 55.97169,10.147952 55.971702,10.148896 55.971805,10.148962 55.971811,10.149413 55.971851,10.149568 55.971835,10.149497 55.9714744)","198563","727014002","727000701",K22,"251"
"LINESTRING (10.1633217 55.9802698,10.163403 55.980304,10.163823 55.980457,10.164137 55.980548,10.165063 55.980771,10.165652 55.980929,10.165989 55.981037,10.1660014 55.9810421)","198568","727014201","727014401",K22,"189"
"LINESTRING (10.1660014 55.9810421,10.166392 55.981204,10.167804 55.981811,10.1684832 55.9821011)","198569","727014401","727014601",K22,"195"
"LINESTRING (10.1684832 55.9821011,10.168532 55.982122,10.168856 55.9823,10.169144 55.982501,10.169396 55.982721,10.169563 55.982909,10.169707 55.983124,10.169798 55.983304,10.169868 55.983514,10.16989 55.983697,10.169881 55.983932,10.169839 55.984156,10.169642 55.984702,10.1695067 55.9850682)","198570","727014601","727014801",K22,"359"
"LINESTRING (10.1695067 55.9850682,10.169437 55.985257,10.169233 55.985753,10.169154 55.985949,10.168211 55.985778,10.166639 55.985493,10.165068 55.985209,10.1640506 55.9850249)","198571","727014801","727015001",K22,"435"
"LINESTRING (10.1640506 55.9850249,10.163476 55.984921,10.16282 55.984804,10.162511 55.984745,10.160523 55.984383,10.158215 55.983992,10.155724 55.983546,10.15523 55.98348,10.154728 55.983462,10.154446 55.983462,10.1544012 55.983463)","198572","727015001","727015201",K22,"629"
"LINESTRING (10.1544012 55.983463,10.154358 55.983464,10.154177 55.983471,10.154133 55.983474,10.153997 55.983484,10.153703 55.983507,10.153572 55.983524,10.153437 55.98354,10.153169 55.983579,10.152664 55.983663,10.151906 55.983809,10.151817 55.983826,10.151055 55.983973,10.150876 55.984006,10.1506895 55.9840402)","198573","727015201","727015401",K22,"241"
"LINESTRING (10.1506895 55.9840402,10.149739 55.984215,10.149274 55.984302,10.148836 55.984385,10.148776 55.984396,10.148499 55.984449,10.148322 55.984483,10.148074 55.98453,10.147373 55.984664,10.146422 55.984843,10.145309 55.985053,10.144489 55.985205,10.144348 55.985231,10.144185 55.985261,10.143939 55.985306,10.1437968 55.9853324)","182985","727015401","727015101",K22,"454"
"LINESTRING (10.1506895 55.9840402,10.149739 55.984215,10.149274 55.984302,10.148836 55.984385,10.148776 55.984396,10.148499 55.984449,10.148322 55.984483,10.148074 55.98453,10.147373 55.984664,10.147279 55.984388,10.147222 55.984222,10.147149 55.984005,10.147031 55.983659,10.146858 55.98315,10.1467793 55.982919)","198574","727015401","727015601",K22,"416"
"LINESTRING (10.1467793 55.982919,10.146625 55.982466,10.146445 55.9819,10.147985 55.981308,10.148703 55.981036,10.1483759 55.9796186)","198575","727015601","727018601",K22,"445"
"LINESTRING (10.1477958 55.9746102,10.147868 55.974401,10.14788 55.974365,10.147955 55.974101,10.147966 55.973977,10.14854 55.974031,10.148716 55.974036,10.148958 55.974032,10.149973 55.974014,10.149839 55.973523,10.14981 55.973385,10.149779 55.973236,10.149772 55.973198,10.149742 55.973024,10.149733 55.97297,10.149694 55.972716,10.149676 55.972577,10.149619 55.972205,10.149568 55.971835,10.149497 55.9714744)","198576","727015801","727000701",K22,"482"
"LINESTRING (10.1375942 55.9688273,10.138288 55.969237,10.139243 55.969967,10.13986 55.970485,10.139762 55.970541,10.13968 55.970605,10.139606 55.970713,10.1394843 55.970888)","198585","727016401","727016601",K22,"284"
"LINESTRING (10.1394843 55.970888,10.139415 55.970988,10.139296 55.97116,10.139085 55.97151,10.139035 55.971668,10.1388273 55.9716671,10.138792 55.971667,10.138572 55.971679,10.138396 55.971696,10.138164 55.971737,10.136638 55.972093,10.136435 55.97214,10.136272 55.972178,10.135916 55.972236,10.135692 55.972183,10.135249 55.972056,10.134345 55.971798,10.134004 55.971699,10.133628 55.971653,10.133301 55.971623,10.133012 55.971618,10.1325746 55.9716488)","198586","727016601","727030001",K22,"522"
"LINESTRING (10.1354644 55.9742014,10.135605 55.973832,10.135693 55.973568,10.135733 55.973393,10.135802 55.973087,10.135821 55.973009,10.135853 55.972718,10.135894 55.972398,10.135916 55.972236,10.136272 55.972178,10.136435 55.97214,10.136638 55.972093,10.138164 55.971737,10.138396 55.971696,10.138572 55.971679,10.1387698 55.9716682,10.138792 55.971667,10.139035 55.971668,10.139393 55.971714,10.139617 55.971736,10.140864 55.971857,10.14105 55.971882,10.141244 55.971936,10.142056 55.97228,10.14223 55.972353,10.142391 55.972422,10.143694 55.972988,10.143812 55.973038,10.144285 55.973249,10.14473 55.973447,10.145027 55.973522,10.145309 55.973574,10.145606 55.9736282)","182750","727016702","727000731",K22,"902"
"LINESTRING (10.1342653 55.9772427,10.134204 55.977446,10.134131 55.9777,10.134028 55.978289,10.133978 55.978998,10.133999 55.979514,10.13403 55.980008,10.134048 55.980299,10.134081 55.980755,10.1340893 55.9810199)","183106","727017201","727017601",K22,"422"
"LINESTRING (10.1340893 55.9810199,10.134093 55.981134,10.134106 55.981444,10.134165 55.982512,10.134194 55.983166,10.134232 55.983741,10.134278 55.984024,10.134343 55.984206,10.134475 55.984465,10.134747 55.984747,10.135041 55.984976,10.135335 55.985131,10.135676 55.985282,10.1356804 55.9852833)","198587","727017601","727018001",K22,"505"
"LINESTRING (10.1340856 55.9809016,10.134081 55.980755,10.134048 55.980299,10.13403 55.980008,10.133999 55.979514,10.133978 55.978998,10.134028 55.978289,10.134131 55.9777,10.134204 55.977446,10.1342549 55.9772773)","182752","727017602","727017202",K22,"405"
